Platform,color,model,posted_date,price,release_date,storage,title,description
중고나라,옐로우,iPhone 14,2026-03-21,250000,2022,128GB,애플 아이폰 14 128GB 옐로,"애플 아이폰 14 엘로우 색상 128GB입니다. UP하기 액정은 깨끗하나, 사진처럼 후면카메라 위쪽이 파손되었습니다. 하지만 카메라는 정상작동합니다. 충전 단자쪽에도 약간의 찍힘들이 있고 배터리 성능 85%입니다. 2025년 1월 2일에 정품으로 카메라를 수리한 이력이 있습니다.  일반 사용시에는 문제 없이 좋습니다! 서브폰으로도 좋습니다"
중고나라,퍼플,iPhone 14,2026-03-10,470000,2018,128GB,아이폰14 / S++급 / 1-22,"모든 제품은 기능 검수 완료된 제품입니다. 실제 제품만 촬영한 사진이니 참고해주세요.  ?상품 정보? ▷ 제품명 : 아이폰14 ▷ 색상 : 퍼플 ▷ 용량 : 128GB / 배터리 : 86% ▷ 구성품 : 기기 단품 ▷ 25% 선택약정가능  ? 제품상태 → S++급  ▷ 특S급 : 찍힘, 스크래치 없음 / 미세기스 존재할 수 있음 ▷ S급 : 외관상태양호 / 찍힘, 기스 있음 / 무잔상 제품  ▷ A급 : 외관상태양호 / 찍힘, 기스 있음 / 약잔상 제품 ▷ B급 : 생활스크래치, 찍힘, 잔상 있는 제품 ▷ F급 : LCD파손이나 멍이 있지만 사용하는데 문제는 없는 제품  ?필독 사항?  ▷ 기능 이상으로 인한 교환 및 환불 기간은 ""7일""입니다. (단순변심 X)  (본인과실은 불가하며, 기기 특성상 접히는 구조인 플립/폴드는  액정이 취약한 편이기 때문에 조심히 사용해 주셔야 합니다.  기능 문제가 아닌 충격이나 사용으로 인해 생긴 문제(액정나감, 꺼짐, 멍등)   로는 교환/반품이 불가한 점 안내드립니다.)"
중고나라,퍼플,iPhone 14,2026-03-22,240000,2018,128GB,아이폰 14 128기가 퍼플 판매합니다,아이폰 14 128기가 퍼플 판매합니다.  - 배터리 최대효율 73 % - 수리 및 as 받은적 X  본체 앞 유리의 잔기스는 제외하고는 기능이나 핸드폰의 다른 문제는 없습니다.  직거래는 수유역에서 거래 가능합니다. 구매원하시면 연락주세요.
중고나라,퍼플,iPhone 14,2026-02-27,390000,2022,128GB,아이폰14 퍼플 128g,아이폰 14 퍼플 128GB 입니다  배터리성능 85% 이고 박스 충전기 풀세트 입니다  기스나 찍힘은 사진에 있는 부분 외에는 없고 화면필름 부착되어있는 상태입니다  궁금하신건 연락주시면 답변드릴게요 01020147152
중고나라,퍼플,iPhone 14,2020-09-05,380000,2022,128GB,아이폰 14 128GB 퍼플 A급,"아이폰 14 퍼플 128기가 입니다  윗부분에 살짝 찍힘이 있는 것 외에는 아무 하자 없습니다 화면,스피커,카메라 등 전부 문제없고 유심 넣으시면 바로 사용 가능합니다   수리 파손 이력 없습니다  케이스를 주문했는데 도착하기전에 휴대폰을 바꿔서 오늘 처음 착용해보았습니다 이것도 같이 드릴게요  박스와 사생활 보호필름 새거 1개도 드립니다  배터리 효율은 74% 입니다"
중고나라,퍼플,iPhone 14,2026-03-21,370000,2022,128GB,아이폰 14 128g 퍼플 판매합니다.,"아이폰14 128g 퍼플 판매합니다. (자급제) 외관 및 기능 이상없고 수리이력 없으며 상시 케이스와 액정보호필름 사용해서 상태 매우 좋습니다. 배터리효율은 83%입니다. 구성품은 본체, 정품케이블입니다. 기스나 흠집이 없어서 사진 하나만 올립니다. 택포 37만원"
중고나라,퍼플,iPhone 14,2026-03-23,450000,2022,256GB,아이폰14 퍼플 256GB,"아이폰 14 퍼플 색상 256GB 모델입니다 - 배터리 성능 최대 84% 박스포함 상태 좋아요 퍼플입니다  프로? 구매직후 케이스, 강화필름부착했습니다 찍힘, 까짐 없어요  직거래가능,반값택배 가능"
중고나라,퍼플,iPhone 14,2026-03-23,400000,2022,256GB,아이폰 14 256기가 팝니다.,"* 배터리 82 * 찍힘, 리퍼 경험 없음, 모든 기능 정상 작동  * 퍼플 컬러  * 256기가  * 채팅 주세요. 전북익산영등동 -2/15 이후 서울 동대문구 -2/21 거래 가능"
중고나라,퍼플,iPhone 14,2026-03-22,350000,2022,512GB,아이폰 14 512gb 퍼플,"아이폰 14 512gb 퍼플 판매합니다. 모서리에 찍힘이 많지만 액정과 후면엔 눈에띄는 하자는 없습니다. 배터리 상태는 75퍼입니다.  이외에 특별한 하자 없이 액정, 버튼, 터치, 소리 등등 모두 정상작동하지만 배터리상태와 찍힘상태를 고려하여 가격낮춰 내놓습니다.  사진상의 필름은 액정 체크를 위해 제거했으며, 액정필름 2장 함께 드립니다."
중고나라,퍼플,iPhone 14,2026-03-23,380000,2022,512GB,아이폰14(512기가) 퍼플색 팝니다.,"아이폰 14 512기가 퍼플색 42만원 팝니다.  주로 아이들 사진 및 인터넷 서칭 위주로 사용했으며, 배터리효율이 86%정도 되네요. 사용감이 많진 않으나 사진 보시면 모서리 2군데 찍힘이 있어요. 케이스 끼고 사용하는데 큰 지장이 없습니다. 그리고 액정 하단 모서리부분에 액정이 깨진것처럼 보이나 유리필름이 깨진겁니다. 필름 교체하셔서 쓰시면 됩니다. 상태는 아주 좋습니다  구성품은 아이폰14(본기계), 정품 충전선 2개, 삼성충전어댑터 1개, 이어폰 연결잭 1개 입니다.  거래는 직거래(동일 지역만) 또는 택배거래이며, 가격은 택포 42만원입니다."
중고나라,화이트,iPhone 14,2026-03-22,390000,2022,128GB,아이폰14 화이트 A급판매중,아이폰14 화이트 128g 상태 A급 풀박스 청주직거래or택배가능
중고나라,화이트,iPhone 14,2026-03-23,370000,2022,128GB,아이폰14 128기가,아이폰 14 화이트 색상 판매합니다  상태는 사진과 같이 깨끗합니다  - 뛰어난 카메라 성능으로 멋진 사진을 찍을 수 있습니다 - 시네마틱 모드로 영화같은 영상을 만들 수 있습니다  아이폰14  128기가 배터리성능 78%
중고나라,화이트,iPhone 14,2026-03-19,330000,2022,128GB,아이폰 14,아이폰14 화이트 128기가입니다 기능 통화 잘됩니다 유심넣고 삼사통신사 사용가능해요 공장초기화 다 되어있구요 배터리성능은 88프로입니다 상태 외관 액정 깨끗합니다 단품입니다
중고나라,화이트,iPhone 14,2026-03-21,380000,2022,128GB,아이폰 14 128GB,"아이폰 14 화이트 128기가입니다. 화면, 뒷판 깨끗하고 모서리에 잔상처들 있습니다. 배터리 86 상태좋아요 박스도 드립니당"
중고나라,화이트,iPhone 14,2026-03-23,350000,2022,128GB,아이폰14 128GB,스마트폰 128GB 화이트 색상입니다. 박스와 함께 판매하며 상태 좋요. 정상 으로 작동 잘됩니다.티안나게 사진에 보시는것 같이 약간에 생활기스들과 아주작은 찍힘한곳 있음 ! 정품 아이폰 이어폰 이어팟 8핀 같이 드려요 투명케이스포함8개 미사용 케이스 드림 충전기랑 케이블선드림
중고나라,스타라이트,iPhone 14,2026-03-22,400000,2022,256GB,아이폰14 스타라이트(화이트) 256G 깨끗한 상품,아이폰 14 스타라이트 색상 256G 판매합니다  사진 상 확인 가능하듯 외관상 특별한 흠집이나 기스 없이 깨끗한 상태입니다  배터리 성능 78%이고  박스는 있으나 케이블은 미포함입니다
중고나라,스타라이트,iPhone 14,2026-03-23,450000,2022,256GB,아이폰 14 256gb 스타라이트,스마트폰 256GB 화이트 색상입니다. 전체적으로 깨끗한 상태이고 정상 작동합니다. 실사용감은 있지만 큰 손상 없이 관리 잘 된 제품이에요.
중고나라,,iPhone 14,2026-03-06,380000,2022,128GB,아이폰14 128G,상태 좋은 전체기종의 중고폰을 판매하고있습니다! 어떤걸 구매하시든! 방탄필름 투명케이스 충전기 챙겨드립니다!  오늘 소개해드릴 상품은 아이폰14 128G 상태는 사진과 같구요! 38만원입니다!  사기당하지마시고 안전하게 매장에서 구매하세요!  매장주소 - 경기도 평택시 평택동282번지 1층 매장번호 - 070.8880.3333 주인장번호 - 010.7186.2705  문의전화만 주셔도 감사하게 생각하겠습니다!
중고나라,,iPhone 14,2026-03-22,430000,2022,128GB,아이폰14 128기가 무잔상 상태굿 ^^,인천 작전동 세영중고폰입니다.^^  ※출고전 깨끗하게 소독해서 발송해드립니다.  물건은 매일 업데이트되니 유선문의가 조금더 좋으세요   ● 아이폰 14 128기가 ● 공기계. 선택약정가능  ● 하자없음  ● 무잔상 상태굿 ●기능하자없음 케이스포함   ●밧데리82프로  알뜰폰.3g .lte도 사용가능해요  3사 통신사 관계없이 유심만 꼽고 바로 사용가능해요  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요. 꼭꼭 세영중고폰 확인해주세요^^~~  ☎ 유선문의 010-3731-1979 010-6578-6880  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★ 세영중고폰 인천작전동 홈플러스 건너편 아래주소를  클릭하시면   세영중고폰 약도가있어요 seyoungphone.modoo.at  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다
중고나라,,iPhone 14,2026-03-03,440000,2022,128GB,아이폰14 128기가 무잔상 상태굿 ^^,● 아이폰 14 128기가 ● 공기계. 선택약정가능  ● 하자없음  ● 무잔상 상태굿 ●기능하자없음 케이스포함   ●밧데리82프로  알뜰폰.3g .lte도 사용가능해요  3사 통신사 관계없이 유심만 꼽고 바로 사용가능해요  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요.  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다
중고나라,,iPhone 14,2026-03-21,340000,2022,128GB,아이폰14 128g판매합니다,박스 있고 정품 충전케이블은 없습니다. 대신 사재 케이블 드립니다. 케이스 새거와 보호필름 새거 하나 같이 드립니다. 찍힌 부분 한부분 있습니다 사진 참고 해주세요.  베터리는 81프로입니다.  기능문제없고 잘 사용했습니다 다른 부분 하자 없습니다.  네고 문의에는 답장하지 않습니다.
중고나라,,iPhone 14,2026-03-23,420000,2022,128GB,"아이폰14 128, 96%풀박스",아이폰14 128  사용흔적 없다고 보셔도됩니다  실기스 하나 없이 깨끗하고  배터리 성능은 96%입니다   미사용 충전 케이블 포함되어 있습니다
중고나라,,iPhone 14,2026-03-23,430000,2022,128GB,아이폰14 128기가 무잔상 상태굿 ^^,"인천 작전동 세영중고폰입니다.^^  ※출고전 깨끗하게 소독해서 발송해드립니다.  물건은 매일 업데이트되니 유선문의가 조금더 좋으세요^^  ● 아이폰 14 128기가 ● 공기계. 선택약정가능  ● 하자없음  ● 무잔상 상태굿 ●기능하자없음 케이스포함   ●밧데리82프로  알뜰폰. 3g. lte도 사용가능해요  3사 통신사 관계없이 유심만 꼽고 바로 사용가능해요  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요. 꼭꼭 세영중고폰 확인해주세요^^~~  ☎ 유선문의 010-3731-1979 010-6578-6880  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★*세영중고폰  인천작전동 홈플러스 건너편 인천광역시 계양구 계양대로 38 후현빌딩 602 *홈플러스 작전점, 진명스포츠 맞은편 입니다. 1층에  코코호도, 서브웨이 보여요  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다"
중고나라,,iPhone 14,2020-09-05,400000,2022,128GB,아이폰14 128G,상태 좋은 전체기종의 중고폰을 판매하고있습니다! 어떤걸 구매하시든! 방탄필름 투명케이스 충전기 챙겨드립니다!  오늘 소개해드릴 상품은 아이폰14 128G 상태는 사진과 같구요! 40만원입니다!  사기당하지마시고 안전하게 매장에서 구매하세요!  매장주소 - 경기도 평택시 평택동282번지 1층 매장번호 - 070.8880.3333 주인장번호 - 010.7186.2705  문의전화만 주셔도 감사하게 생각하겠습니다!
중고나라,,iPhone 14,2026-03-22,220000,2022,128GB,아이폰 14,"아이폰 14 128GB 입니다 강화유리 붙여서 잘 안보일수 있지만 전면에 긁힘이 심하게 있습니다 깨진곳은 없습니다 후면 카메라, 손전등에 문제가 있습니다 설정에 부품 및 서비스 기록에 카메라 관련 메시지 나옵니다 다른 기능들은 진단 결과 문제 없는걸로 확인되었습니다 부품용으로 사용하시거나 서브폰으로 사용 추천 드립니다 배터리 성능 84% 입니다 원하시면 쓰던 투명 케이스 같이 드릴게요 제발 좀 구매하실분만 연락주세요"
중고나라,,iPhone 14,2020-09-05,390000,2022,128GB,아이폰14 128기가 무잔상 상태굿 ^^,"인천 작전동 세영중고폰입니다.^^  ※출고전 깨끗하게 소독해서 발송해드립니다.  물건은 매일 업데이트되니 유선문의가 조금더 좋으세요^^  ● 아이폰14 128기가 ● 공기계. 선택약정가능  ● 통신사 관계없이 유심넣고 바로사용가능  ● 케이스포함  ●무잔상 상태굿  카메라 작동이 조금 느리지만 이상없음   ●밧데리81프로  알뜰폰. 3g. lte도 사용가능해요  3사 통신사 관계없이 유심만 꼽고 바로 사용가능해요  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요. 꼭꼭 세영중고폰 확인해주세요^^~~  ☎ 유선문의 010-3731-1979 010-6578-6880  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★*세영중고폰  인천작전동 홈플러스 건너편 인천광역시 계양구 계양대로 38 후현빌딩 602 *홈플러스 작전점, 진명스포츠 맞은편 입니다. 1층에  코코호도, 서브웨이 보여요  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다"
중고나라,,iPhone 14,2026-03-23,360000,2022,256GB,아이폰14 256GB,"아이폰14 256GB 입니다. 배터리 상태 81%로 양호하고 전체적으로 깔끔한 상태예요. 정상 작동하며 사용감은 있지만 큰 손상 없이 잘 관리된 제품입니다. 작은 사용흔적 등은 있지만 전반적으로 깨끗합니다 화면에 멍이나 줄간거 없습니다 카메라, face ID등 전 기능 정상동작 합니다 본체와 충전(데이터)케이블 만 있습니다.  중고나라 사진 셀프검수 A급등급입니다"
중고나라,,iPhone 14,2026-03-23,370000,2022,256GB,아이폰 14 256G,아이폰 14 256G 팝니다  약정 만료로 공기계 입니다.  항상 케이스에 액정 보호 해 두어서 외관상 깨끗합니다  배터리는 77%정도 나오네요.  직거래는 오후 7시 이후 온수역에서 가능합니다.
중고나라,,iPhone 14,2026-03-22,330000,2022,256GB,(3004)아이폰14 256 판매,액정 깨끗합니다  테두리 외관 미세사용감 있어요  중고감안 매우 깨끗합니다  기능이상없어요 잔상은 없고 아래쪽 미세점 있어요 최초통신사 자급제  유심만 넣고 사용하시면 됩니다  케이스 같이 드려요  사진 한번더 확인 부탁드립니다 평일 오후 5시이전 결제시  당일 우체국발송해드립니다.
중고나라,,iPhone 14,2026-03-23,400000,2022,256GB,아이폰 14 256g,액정 깨져서 사설에서 수리했습니다 미사용 투명 케이스 같이 드립니다
중고나라,,iPhone 14,2026-03-23,450000,2022,512GB,아이폰14 512 배터리 100%,아이폰 14 512기기 배터리 100% . 박스와 충전 케이블 등 구성품이 모두 포함되어 있고 상태도 아주 깨끗해요 기스 찍힘 이런거 아예 없어요 당연히 모든 기능 정상 작동 합니다 사설수리 내역 없습니다 구매해놓고 안썻어요 포장만 뜯은 새상품 직거래 경기도 광주 단대오거리역 택배 3천원 추가
중고나라,레드,iPhone 14 Plus,2026-03-23,400000,2022,128GB,아이폰 14 플러스 128GB 레드,"아이폰 14 플러스 128GB 레드 박스풀구성 배터리효율 79%  상태 매우 양호한편이고, 미세한 생활기스는 있을수있으나, 육안으로 잘파악안되는편입니다  평일 대전 유성 태평소국밥앞 / 유성우체국앞 직거래 주말 부산 해운대 센텀파크 직거래  택배도 가능합니다  구매후 반품/환불 불가입니다"
중고나라,미드나이트,iPhone 14 Plus,2026-03-22,410000,2022,128GB,아이폰14플러스 128 미드나이트 자급제,"아이폰 14 플러스 미드나이트 색상 판매합니다  - 배터리 성능 95%입니다 - 사용중이던 슈피겐 씬핏 케이스 같이 드립니다 케이스에 액정보호필름 장착후 깨끗하게 썼던 제품이라 찍힘이나 기스는 거의보이지않는 최상급 상태입니다   현재 갤럭시로 기변하여 판매합니다  뛰어난 카메라 성능으로 멋진 사진을 찍을 수 있고, 견고한 디자인으로 안심하고 사용할 수 있습니다  박스는 없으나 충전케이블과 유선이어폰 같이드리고 신지모루 보호필름 새제품 같이 드립니다"
중고나라,미드나이트,iPhone 14 Plus,2020-09-05,550000,2022,512GB,아이폰14플러스 512GB 미드나이트,풀박스이며 사진에 올려놓은것과 같이 상태 아주 좋습니다. 수리/교체 이력 일체없습니다.  사용기간 1년 미만이며 케이스 필름 벗긴적 없어 깨끗합니다
중고나라,미드나이트,iPhone 14 Plus,2026-03-23,470000,2022,128GB,아이폰14플러스 128기가 (배터리95%),"아이폰14플러스 128기가용량 미드나이트 컬러입니다. 블랙에 약간의 푸른빛이 들어간 느낌으로 굉장히 오묘하고 질리지 않는 컬러입니다.  상태는 보시다시피 생활의흔적도 찾아보기드문 S급정도의 컨디션으로 매우 깨끗하고 큰상처는 절대 없다고 보시면됩니다.  무엇보다 배터리성능이 95% 신품수준이기에 진짜 오래오래사용가능하고 70~80%대처럼 금방조루되서 보조배터리도 필요없는정도입니다.  판매를위해 강화유리필름 새로부착해두었고, 투명케이스도 새것으로 장착중입니다. 필요시 여분 강화유리필름과 충전기는 드릴수있습니다.  13프로맥스와 스펙 동급이지만 배터리는 더크고 가격은 훨씬더 저렴하여 아이폰 가성비 원탑 모델입니다.   이것저것 물어보시거나 예민하신분 피해주세요. 현재 14플러스는 미개봉아닌이상 이정도 최고양품의 매물은 보기힘듭니다.  상식선의 네고만 가능하며 안팔리면 알아서 내립니다. 가격 후려치실분은 뒤로가주세요.   문고리가능, 택배가능,  ( 비대면, 우편거래시 중고 특성상 이유불문 환불 안됨 )   3키로까지 5천원추가시 배달가능, 그이상거리 만원입니다. (의정부한정)  ( 직거래외에 물품받고 불량이라고 헛소리하면 물건받아서 부품교체하고 사기치는걸로 간주하겠음, 떳떳하게 정상제품을 항상 판매한다는 증거는 저와 거래한 구매자분들의 후기가 증명해줌 20년째 수천건이상 중고거래하였고 모든 내역 보관중 , 찝찝하면 직거래되니까 만나서 확인후 구매하세요 )"
중고나라,스타라이트,iPhone 14 Plus,2026-03-21,420000,2022,128GB,A+급 자급제 아이폰14플러스 스타라이트 128GB,"서브폰으로 집에서만 잠깐씩 썼고, 항상 케이스 끼고 사용해서 옆면에 찍힘도 없고, 후면 유리에 스크레치 전혀 없습니다. 앞면에 생활기스 수준이고 티가 거의 안 납니다. 배터리 성능상태 95% 입니다. 전액 일시불 결제하고 구입한 자급제 핸드폰이라 구매 후에 어떤 문제의 소지도 없습니다. 지역은 행신동입니다. 시세보다 저렴하게 판매하는 거라 에누리 문의는 사양합니다."
중고나라,옐로우,iPhone 14 Plus,2020-09-05,440000,2022,128GB,아이폰14플러스 128기가 옐로우 (풀박스),"아이폰14플러스 128기가 옐로우컬러입니다. 바나나+레몬의 오묘한 컬러로 실물깡패 14플러스컬러중 원탑입니다. 보시면 무조건 맘에드시고 영롱그자체 입니다. 출시당시 없었던 컬러로 5개월뒤 스페셜컬러로나온 뉴 컬러입니다  뒷면,앞면(액정) 기스전혀 없는수준이며 항시 케이스와 강화유리필름 부착하였습니다. 판매를위해 새 강화유리로 부착된상태! 케이스는 사용하던 7만원짜리 슈피겐정품 케이스있으며 필요시 드립니다.  구성품은 정품 충전케이블과 박스도같이 드립니다.  테두리부분 약간의 상처있으니 사진참고해주시면되고 전체적으로 매우깨끗하고 컨디션이좋아서 크게 신경이 쓰이지않아요.  무엇보다 제일중요한 배터리성능 무려 91%입니다. 70~80%대 매물은 조금만써도 조루됩니다. 년식이있는 아이폰은 배터리가 진짜 중요하기에 추후 뒷돈 들어갈일도 없어요.  게임은 일체하지않고 차량 카플레이 네비용으로만 사용했기에 무리한사용은 단 1%도 없었다고 생각하시면됩니다. 앱다운로드, 이미지저장조차 한적없습니다.   13프로맥스와 같은성능에 배터리는 더큰용량으로 오래오래 쓰기에 제일 가성비좋은 모델이 현재 14플러스입니다.   문고리가능, 택배가능,  ( 비대면, 우편거래시 중고 특성상 이유불문 환불 안됨 )   3키로까지 5천원추가시 배달가능, 그이상거리 만원입니다. (의정부한정)  ( 직거래외에 물품받고 불량이라고 헛소리하면 물건받아서 부품교체하고 사기치는걸로 간주하겠음, 떳떳하게 정상제품을 항상 판매한다는 증거는 저와 거래한 구매자분들의 후기가 증명해줌 20년째 수천건이상 중고거래하였고 모든 내역 보관중 , 찝찝하면 직거래되니까 만나서 확인후 구매하세요 )"
중고나라,퍼플,iPhone 14 Plus,2026-03-19,400000,2022,128GB,아이폰 14 플러스 128g,아이폰14 플러스 퍼플 색상 판매합니다 상태는 사진과 같습니다 액정은 필름 씌워둔 상태이며 흠집 일절 없습니다 폰 상태 전체적으로 매우 깨끗합니다 정상 해지된 폰이며 박스 포함입니다 * 군산 직거래 가능
중고나라,퍼플,iPhone 14 Plus,2026-03-20,600000,2022,128GB,[새상품] 아이폰14 플러스 리퍼 새상품 미사용 풀박스,아이폰14 플러스 퍼플 128g 26년 2월 20일 전체 리퍼받은 완전 새상품입니다 당연히 배터리성능 100%입니다 구입당시 박스있고 케이블은 실사용감 조금 있어요 신지모루 사생활보호필름과 케이스 새거하나  드릴게요  경북안동 직거래 택배 노리턴조건
중고나라,스타라이트,iPhone 14 Plus,2026-03-21,450000,2022,256GB,아이폰14플러스 256,아이폰14플러스 256 모델입니다  - 색상 : 스타라이트(화이트) - 매모리 : 256g - 배터리 성능 82% - 모서리 1군데 스크래치 그외 깨긋함 - 여분의 화면보호 필름 드림
중고나라,,iPhone 14 Plus,2026-03-22,330000,2022,256GB,아이폰 14 플러스 256기가 판매합니다,배터리 89프로 직거래 경주 안전거래는 안합니다 받아놓고 완료 안해주고 그런적이 있습니다 직접 오시면 됍니다 다른폰이 생겨서 판매합니다 다양한 사진이나 궁금한점 연락주세요
중고나라,,iPhone 14 Plus,2026-03-23,450000,2022,256GB,아이폰14 플러스 256G 자급제 판매,"아이폰14플러스 256G 자급제 판매합니다. 구매(등록) 22년 12월 등록....후 아주 잘 사용해온 폰이며, 배터리 성능최대치 87%..... 플러스제품이라 완중하면 하루거뜬히 쓰고도 남습니다. 애플서비스 한번도 가지않았고, 떨어뜨리거나 부딛힌 흔적도 없는 상태 완전 좋은 폰입니다. 사진으로 보셔도 뒷판, 테두리, 충전부, 모두 아주 깨끗한 컨디션 유지하고 있습니다. 액정 가운데 부분에 아주작은 실기스 두개 있지만 보호필름 붙이면 보이지도 않는 수준입니다...사진참고하시면 됩니다. 몇일전 구매한 투명케이스 같이 드립니다. 구성품은, 본체, 충전케이블, 유심트레이 핀....입니다.  판매가격 45만원, 택배거래만 가능하며 파손면책동의 및 반품불가 조건으로 선불로 보내드립니다. 판매내역 많으니 참고하시고, 연락주시기 바랍니다!!"
중고나라,,iPhone 14 Plus,2020-09-05,560000,2022,256GB,아이폰14플러스 256G 무잔상 상태굿 ^^,인천 작전동 세영중고폰입니다.^^  ※출고전 깨끗하게 소독해서 발송해드립니다.  물건은 매일 업데이트되니 유선문의가 조금더 좋으세요^^  ● 아이폰14플러스 256기가 ● 공기계. 선택약정가능  ● 통신사 관계없이 유심넣고 바로사용가능  ●기능이상없음 무잔상 상태굿  ●256기가-밧데리83프로  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요. 꼭꼭 세영중고폰 확인해주세요^^~~  ☎ 유선문의 010-3731-1979 010-6578-6880  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★ 세영중고폰 인천작전동 홈플러스 건너편 아래주소를  클릭하시면   세영중고폰 약도가있어요 seyoungphone.modoo.at  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다
중고나라,,iPhone 14 Plus,2020-09-05,550000,2022,256GB,아이폰14플러스 256G 무잔상 상태굿 ^^,"인천 작전동 세영중고폰입니다.^^  ※출고전 깨끗하게 소독해서 발송해드립니다.  물건은 매일 업데이트되니 유선문의가 조금더 좋으세요^^  ● 아이폰14플러스 256기가 ● 공기계. 선택약정가능  ● 통신사 관계없이 유심넣고 바로사용가능  ●기능이상없음 무잔상 상태굿  ●256기가-밧데리83프로  알뜰폰. 3g. lte도 사용가능해요  3사 통신사 관계없이 유심만 꼽고 바로 사용가능해요  사진과 같은급입니다  이것 말고도 신형스마트폰 A급 있어요. 꼭꼭 세영중고폰 확인해주세요^^~~  ☎ 유선문의 010-3731-1979 010-6578-6880  집에 안쓰는폰 가져오시면 차액으로 구 매 가능해요.  만약 기능에 이상있어면 1주일내 무조건 교환.환불 해드립니다  ★*세영중고폰  인천작전동 홈플러스 건너편 인천광역시 계양구 계양대로 38 후현빌딩 602 *홈플러스 작전점, 진명스포츠 맞은편 입니다. 1층에  코코호도, 서브웨이 보여요  ★중고폰매입 손님이 가져오는 중고폰을 수출가격이 아닌 내수판매가격 적용으로 타업체보다 단돈 만원이라도 더드리고 있읍니다"
중고나라,,iPhone 14 Pro,2026-03-23,580000,2022,256GB,아이폰14프로256,사진상제품 상태이며 모든기능 정상 입니다 약 1년전 리퍼받은상태라 제품 상태좋아요 정상해지 입니다 태안직거래또는 택배거래가능합니다
중고나라,골드,iPhone 14 Pro,2026-03-21,500000,2018,256GB,아이폰 14프로 골드 256GB 자급제,배터리성능 73% 배터리 수리이력O (사설X)
중고나라,골드,iPhone 14 Pro,2026-03-23,580000,2018,256GB,아이폰 14프로 골드 256 A급판매,"아이폰 14 Pro 골드 256GB 모델 판매합니다. 최근까지 필름 붙여서 사용하다가,  현재 상태 확인시켜 드리려고  필름 제거한 생액정 상태입니다. (액정필름 새거1개드림)  기기 상태 - 항시 액정필름 부착사용, 스크레치 기스X - 카메라, 페이스아이디 등 모든 기능 정상작동  배터리 및 가격 안내 - 배터리 효율은 77% - 배터리 교체 시기를 고려하여 가격을 시세 대비 저렴하게 측정"
중고나라,골드,iPhone 14 Pro,2026-03-23,142562,2022,256GB,아이폰 14프로 256 골드 상태좋음(직거래시 2만원네고),"상태 좋은 아이폰 14 프로 256GB 골드 판매합니다 - 정상해지 / 자급제폰 - 배터리 효율 85% - 외관 상태 매우 좋음 (찍힘 없음, 사진 참고) - 초기화 완료  *참고사항 3배 줌 사용 시 작은 점(멍) 2개 보입니다. (아이폰 고질병, 3배해도 안보일때도 있음) 일반 촬영 및 인물모드에서는 보이지 않아 실사용에는 큰 불편 없었습니다.  - 모든 기능 정상 작동 - 초기화 완료 - 박스, 구성품 충전선 미사용 포함  가격: 58만원  직거래 강원도 홍천 /택배 모두 가능합니다. 오늘 직거래 가능하신 분 우선합니다(-2만원 네고)"
중고나라,골드,iPhone 14 Pro,2026-03-22,430000,2022,256GB,아이폰14프로 256G 골드 A급,아이폰14프로 256G 골드 A급 팝니다.  보증만료 외관 A급 배터리 성능 76% 정상해지 기기단품 구성  큰 사용감없이 깨끗하나  측면에 미세한 사용감 있습니다. 액정에 티도 안나는 아주 미세한 검은 멍이 있습니다.  상태 감안하여 싸게 올린거라 네고는 불가합니다. 박스없이 기기단품 구성입니다.  직거래는 5호선 개화산역에서 가능합니다. 택배거래는 4500원 추가하시면 됩니다.
